bone_volume_fraction,trabecular_thickness_mean,trabecular_thickness_std,trabecular_spacing_mean,trabecular_spacing_std,trabecular_number,patch_idx,source
0.2731385827064514,3.1964734527979766,1.2748333914538628,8.994253230446768,2.478520513725328,0.08544997690106401,3,HR_blurred
0.05187100172042847,3.7890984479305114,1.4833951737440945,15.710854099019164,1.867829096406385,0.013689536556844756,4,HR_blurred
0.33944171667099,1.097054819940188,0.31690283807247216,1.5998687992489224,0.503125032023561,0.30941180923802564,5,HR_blurred
0.3914445638656616,1.3389446993079963,0.37660363100645766,1.9255288126035044,0.8869359257337597,0.292353047939897,6,HR_blurred
0.14423656463623047,1.2353326225878516,0.4554593695861184,6.097177661538529,3.0822729922649432,0.1167592938119571,7,HR_blurred
0.38154149055480957,1.2494199493189013,0.4140586366103035,1.6471623166811933,0.45451799314330843,0.30537489877826907,8,HR_blurred
0.33296841382980347,1.2211102026601028,0.47355972901261234,1.7051000002998522,0.6182310641955382,0.2726767928926113,9,HR_blurred
0.3478621244430542,1.091520100813629,0.30527121854141753,1.5791394866313173,0.5131706885321821,0.3186951153567897,10,HR_blurred
0.04666638374328613,2.308096275422788,0.7670131809819886,13.783304238105636,2.5084581924395084,0.020218560308857984,11,HR_blurred
0.40528231859207153,1.2907825529483004,0.533331342925378,1.4866968163047116,0.583477530842664,0.31398186911215886,12,HR_blurred
0.35314124822616577,1.176147550145671,0.45190079143205536,1.5055633016667356,0.45997561642349477,0.30025250503852824,13,HR_blurred
0.33191972970962524,1.3177140668785965,0.8444700057932788,1.6716442960389666,0.5416173340644445,0.25189055657262377,14,HR_blurred
0.43718045949935913,1.6323273415399775,0.7518907432068186,2.299151733707452,1.5216752120099655,0.26782646370850616,15,HR_blurred
0.17468446493148804,1.7498408951623536,0.8855234701076211,4.163141370164636,1.361592386786072,0.09982877038388137,16,HR_blurred
0.28890877962112427,1.1040922949728669,0.3763337380514099,1.7472685860476989,0.577645291400616,0.26167085934443934,17,HR_blurred
0.3710706830024719,1.5448635815987997,0.6768134826116814,2.1150619699384894,0.7287159198339618,0.240196407904474,18,HR_blurred
0.2988061308860779,1.4442229245925793,0.6454147292228122,2.343703362656307,0.7950701250198148,0.20689751270246054,19,HR_blurred
