bone_volume_fraction,trabecular_thickness_mean,trabecular_thickness_std,trabecular_spacing_mean,trabecular_spacing_std,trabecular_number,position,patch_idx,source
0.014976739883422852,0.09893675187436493,0.04568237758184176,NaN,NaN,0.15137691100311337,"([3840, 4096], [2048, 2304], [2304, 2560])",0,HR
0.06326329708099365,0.7719808537269298,0.8150117141116813,1.6351330272043612,0.5579067503690502,0.08194930842594648,"([3840, 4096], [2304, 2560], [2048, 2304])",1,HR
0.026858031749725342,0.11122542544843066,0.05012810925744514,NaN,NaN,0.24147385043879188,"([3840, 4096], [2304, 2560], [2304, 2560])",2,HR
0.03566700220108032,0.10013444959009693,0.04509773650161535,NaN,NaN,0.356191124503946,"([3840, 4096], [2816, 3072], [1792, 2048])",3,HR
0.03339254856109619,0.1035006432551511,0.048531118663607695,NaN,NaN,0.3226313142689989,"([3840, 4096], [2560, 2816], [2048, 2304])",4,HR
0.023607194423675537,0.08998847229770533,0.038444270945481,NaN,NaN,0.26233576169152845,"([3840, 4096], [2560, 2816], [2304, 2560])",5,HR
0.03192692995071411,0.10189779697283897,0.04714617367175395,NaN,NaN,0.31332306388551545,"([3840, 4096], [2816, 3072], [2048, 2304])",6,HR
0.024674594402313232,0.09633474547883332,0.042592917936819165,NaN,NaN,0.2561339035014603,"([3840, 4096], [2816, 3072], [2304, 2560])",7,HR
0.056672632694244385,0.132464494081995,0.07080413440529738,1.1892531616568394,0.4303415185660326,0.42783262856206766,"([3840, 4096], [3072, 3328], [1792, 2048])",8,HR
0.026664137840270996,0.10291767605870143,0.04409661480565624,NaN,NaN,0.25908219910700764,"([3840, 4096], [3072, 3328], [2048, 2304])",9,HR
0.0319674015045166,0.10578005788880263,0.04586045473012488,NaN,NaN,0.30220631508938245,"([3840, 4096], [3072, 3328], [2304, 2560])",10,HR
0.048748016357421875,0.11112630990272263,0.05165274441892733,1.3582347008258018,0.6082265004033157,0.438672141638598,"([3840, 4096], [3328, 3584], [2304, 2560])",11,HR
0.055836379528045654,0.10244386808375595,0.037349535563422825,1.1740493170866628,0.5162443255050667,0.54504364753579,"([4352, 4608], [768, 1024], [2304, 2560])",12,HR
0.15223777294158936,0.16525134004597805,0.06027655775534545,1.010661997103185,0.6747589183820129,0.9212498543081834,"([4352, 4608], [1024, 1280], [2048, 2304])",13,HR
0.09920978546142578,0.1623381834489601,0.07404357944332504,1.0772121730705335,0.42223177423566965,0.6111303166862023,"([4352, 4608], [1024, 1280], [2304, 2560])",14,HR
