z,y,x
0,768,2304
1,768,2304
2,768,2304
3,768,2304
4,768,2304
5,768,2304
6,768,2304
7,768,2304
8,768,2304
9,768,2304
10,768,2304
11,768,2304
12,768,2304
13,768,2304
14,768,2304
15,768,2304
16,768,2304
17,768,2304
18,768,2304
19,768,2304
20,768,2304
21,768,2304
22,768,2304
23,768,2304
24,768,2304
25,768,2304
26,768,2304
27,768,2304
28,768,2304
29,768,2304
30,768,2304
31,768,2304
32,768,2304
33,768,2304
34,768,2304
35,768,2304
36,768,2304
37,768,2304
38,768,2304
39,768,2304
40,768,2304
41,768,2304
42,768,2304
43,768,2304
44,768,2304
45,768,2304
46,768,2304
47,768,2304
48,768,2304
