z,y,x
95,768,2048
37,3072,2304
38,3072,2304
39,3072,2304
40,3072,2304
41,3072,2304
42,3072,2304
43,3072,2304
44,3072,2304
96,768,2048
97,768,2048
98,768,2048
99,768,2048
100,768,2048
45,3072,2304
46,3072,2304
47,3072,2304
48,3072,2304
49,3072,2304
50,3072,2304
51,3072,2304
52,3072,2304
101,1024,2816
102,1024,2816
53,3072,2304
54,3072,2304
55,3072,2304
56,3072,2304
57,3072,2304
58,3072,2304
59,3072,2304
60,3072,2304
103,1024,2816
104,1024,2816
105,1024,2816
106,1024,2816
61,3072,2304
62,3072,2304
63,3072,2304
64,3072,2304
65,3072,2304
66,3072,2304
67,3072,2304
68,3072,2304
107,1024,2816
108,1024,2816
109,1024,2816
110,1024,2816
69,3072,2304
70,3072,2304
71,3072,2304
72,3072,2304
73,3072,2304
74,3072,2304
75,3072,2304
76,3072,2304
111,1024,2816
112,1024,2816
113,1024,2816
114,1024,2816
77,3072,2304
78,3072,2304
79,3072,2304
80,3072,2304
81,3072,2304
82,3072,2304
83,3072,2304
84,3072,2304
115,1024,2816
116,1024,2816
117,1024,2816
118,1024,2816
85,3072,2304
86,3072,2304
87,3072,2304
88,3072,2304
69,1024,2816
70,1024,2816
71,1024,2816
119,1024,2816
120,1024,2816
121,1024,2816
122,1024,2816
72,1024,2816
73,1024,2816
74,1024,2816
75,1024,2816
123,1024,2816
124,1024,2816
125,1024,2816
126,1024,2816
76,1024,2816
77,1024,2816
78,1024,2816
79,1024,2816
127,1024,2816
128,1024,2816
129,1024,2816
130,1024,2816
80,1024,2816
81,1024,2816
82,1024,2816
83,1024,2816
131,1024,2816
132,1024,2816
133,1024,2816
134,1024,2816
84,1024,2816
85,1024,2816
86,1024,2816
87,1024,2816
135,1024,2816
136,1024,2816
137,1024,2816
138,1024,2816
88,1024,2816
89,1024,2816
90,1024,2816
91,1024,2816
139,1024,2816
140,1024,2816
141,1024,2816
142,1024,2816
92,1024,2816
93,1024,2816
94,1024,2816
95,1024,2816
143,1024,2816
144,1024,2816
145,1024,2816
146,1024,2816
96,1024,2816
97,1024,2816
98,1024,2816
99,1024,2816
147,1024,2816
148,1024,2816
149,1024,2816
150,1024,2816
101,768,2048
102,768,2048
103,768,2048
104,768,2048
105,768,2048
106,768,2048
100,1024,2816
101,768,2560
102,768,2560
103,768,2560
104,768,2560
105,768,2560
106,768,2560
107,768,2560
108,768,2560
109,768,2560
110,768,2560
111,768,2560
112,768,2560
151,1024,2816
152,1024,2816
153,1024,2816
154,1024,2816
107,768,2048
108,768,2048
109,768,2048
110,768,2048
111,768,2048
112,768,2048
113,768,2048
114,768,2048
113,768,2560
114,768,2560
115,768,2560
116,768,2560
117,768,2560
118,768,2560
119,768,2560
120,768,2560
121,768,2560
122,768,2560
123,768,2560
124,768,2560
125,768,2560
126,768,2560
127,768,2560
128,768,2560
155,1024,2816
156,1024,2816
157,1024,2816
158,1024,2816
115,768,2048
116,768,2048
117,768,2048
118,768,2048
119,768,2048
120,768,2048
121,768,2048
121,768,2304
122,768,2048
122,768,2304
129,768,2560
130,768,2560
131,768,2560
132,768,2560
133,768,2560
134,768,2560
135,768,2560
136,768,2560
137,768,2560
138,768,2560
139,768,2560
140,768,2560
141,768,2560
142,768,2560
143,768,2560
144,768,2560
159,1024,2816
160,1024,2816
161,1024,2816
162,1024,2816
123,768,2048
123,768,2304
124,768,2048
124,768,2304
125,768,2048
125,768,2304
126,768,2048
126,768,2304
127,768,2048
127,768,2304
128,768,2048
128,768,2304
129,768,2048
129,768,2304
130,768,2048
130,768,2304
145,768,2560
146,768,2560
147,768,2560
148,768,2560
149,768,2560
150,768,2560
151,768,2560
152,768,2560
153,768,2560
154,768,2560
155,768,2560
156,768,2560
157,768,2560
158,768,2560
159,768,2560
160,768,2560
163,1024,2816
164,1024,2816
165,1024,2816
166,1024,2816
131,768,2048
131,768,2304
132,768,2048
132,768,2304
133,768,2048
133,768,2304
134,768,2048
134,768,2304
135,768,2048
135,768,2304
136,768,2048
136,768,2304
137,768,2048
137,768,2304
138,768,2048
138,768,2304
161,768,2560
162,768,2560
163,768,2560
164,768,2560
165,768,2560
166,768,2560
167,768,2560
168,768,2560
169,768,2560
170,768,2560
171,768,2560
172,768,2560
173,768,2560
174,768,2560
175,768,2560
176,768,2560
167,1024,2816
168,1024,2816
169,1024,2816
170,1024,2816
139,768,2048
139,768,2304
140,768,2048
140,768,2304
141,768,2048
141,768,2304
142,768,2048
142,768,2304
143,768,2048
143,768,2304
144,768,2048
144,768,2304
145,768,2048
145,768,2304
146,768,2048
146,768,2304
171,1024,2816
172,1024,2816
147,768,2048
147,768,2304
148,768,2048
148,768,2304
149,768,2048
149,768,2304
150,768,2048
150,768,2304
151,768,2048
151,768,2304
152,768,2048
152,768,2304
153,768,2048
153,768,2304
154,768,2048
154,768,2304
155,768,2048
155,768,2304
156,768,2048
156,768,2304
157,768,2048
157,768,2304
158,768,2048
158,768,2304
159,768,2048
159,768,2304
160,768,2048
160,768,2304
161,768,2048
161,768,2304
162,768,2048
162,768,2304
163,768,2048
163,768,2304
164,768,2048
164,768,2304
165,768,2048
165,768,2304
166,768,2048
166,768,2304
167,768,2048
167,768,2304
168,768,2048
168,768,2304
169,768,2048
169,768,2304
170,768,2048
170,768,2304
171,768,2048
171,768,2304
172,768,2048
172,768,2304
173,768,2048
173,768,2304
174,768,2048
174,768,2304
175,768,2048
175,768,2304
176,768,2048
176,768,2304
