z,y,x
106,2816,2048
106,2816,2304
107,2816,2048
107,2816,2304
108,2816,2048
108,2816,2304
109,2816,2048
109,2816,2304
110,2816,2048
110,2816,2304
0,1280,2816
1,1280,2816
2,1280,2816
3,1280,2816
0,1536,2560
1,1536,2560
2,1536,2560
3,1536,2560
4,1536,2560
5,1536,2560
6,1536,2560
7,1536,2560
106,1280,2816
107,1280,2816
108,1280,2816
109,1280,2816
111,2816,2048
111,2816,2304
112,2816,2048
112,2816,2304
113,2816,2048
113,2816,2304
114,2816,2048
114,2816,2304
115,2816,2048
115,2816,2304
116,2816,2048
4,1280,2816
5,1280,2816
6,1280,2816
7,1280,2816
8,1536,2560
9,1536,2560
10,1536,2560
11,1536,2560
12,1536,2560
13,1536,2560
14,1536,2560
15,1536,2560
110,1280,2816
111,1280,2816
112,1280,2816
113,1280,2816
116,2816,2304
117,2816,2048
117,2816,2304
118,2816,2048
118,2816,2304
119,2816,2048
119,2816,2304
120,2816,2048
120,2816,2304
121,2816,2048
121,2816,2304
8,1280,2816
9,1280,2816
10,1280,2816
11,1280,2816
16,1536,2560
17,1536,2560
18,1536,2560
19,1536,2560
20,1536,2560
21,1536,2560
22,1536,2560
23,1536,2560
114,1280,2816
115,1280,2816
116,1280,2816
117,1280,2816
122,2816,2048
122,2816,2304
123,2816,2048
123,2816,2304
124,2816,2048
124,2816,2304
125,2816,2048
125,2816,2304
126,2816,2048
126,2816,2304
12,1280,2816
13,1280,2816
14,1280,2816
15,1280,2816
24,1536,2560
25,1536,2560
26,1536,2560
27,1536,2560
28,1536,2560
29,1536,2560
30,1536,2560
31,1536,2560
118,1280,2816
119,1280,2816
120,1280,2816
121,1280,2816
127,2816,2048
127,2816,2304
128,2816,2048
128,2816,2304
129,2816,2048
129,2816,2304
130,2816,2048
130,2816,2304
131,2816,2048
131,2816,2304
132,2816,2048
16,1280,2816
17,1280,2816
106,3072,2048
106,3072,2304
107,3072,2048
107,3072,2304
108,3072,2048
108,3072,2304
109,3072,2048
109,3072,2304
110,3072,2048
32,1536,2560
33,1536,2560
34,1536,2560
35,1536,2560
36,1536,2560
37,1536,2560
38,1536,2560
39,1536,2560
122,1280,2816
123,1280,2816
124,1280,2816
125,1280,2816
132,2816,2304
133,2816,2048
133,2816,2304
134,2816,2048
134,2816,2304
135,2816,2048
135,2816,2304
136,2816,2048
136,2816,2304
137,2816,2048
137,2816,2304
110,3072,2304
111,3072,2048
111,3072,2304
112,3072,2048
112,3072,2304
113,3072,2048
113,3072,2304
114,3072,2048
114,3072,2304
115,3072,2048
115,3072,2304
116,3072,2048
116,3072,2304
117,3072,2048
117,3072,2304
118,3072,2048
40,1536,2560
41,1536,2560
42,1536,2560
43,1536,2560
44,1536,2560
45,1536,2560
46,1536,2560
47,1536,2560
126,1280,2816
127,1280,2816
128,1280,2816
129,1280,2816
27,2816,2048
28,2816,2048
29,2816,2048
30,2816,2048
31,2816,2048
0,3072,2048
0,3072,2304
1,3072,2048
1,3072,2304
138,2816,2048
138,2816,2304
139,2816,2048
139,2816,2304
140,2816,2048
140,2816,2304
141,2816,2048
141,2816,2304
142,2816,2048
142,2816,2304
118,3072,2304
119,3072,2048
119,3072,2304
120,3072,2048
120,3072,2304
121,3072,2048
121,3072,2304
122,3072,2048
122,3072,2304
123,3072,2048
123,3072,2304
124,3072,2048
124,3072,2304
125,3072,2048
125,3072,2304
126,3072,2048
48,1536,2560
49,1536,2560
50,1536,2560
51,1536,2560
52,1536,2560
53,1536,2560
54,1536,2560
55,1536,2560
130,1280,2816
131,1280,2816
132,1280,2816
133,1280,2816
32,2816,2048
33,2816,2048
34,2816,2048
35,2816,2048
36,2816,2048
2,3072,2048
2,3072,2304
3,3072,2048
3,3072,2304
4,3072,2048
4,3072,2304
5,3072,2048
5,3072,2304
6,3072,2048
6,3072,2304
7,3072,2048
143,2816,2048
143,2816,2304
144,2816,2048
144,2816,2304
145,2816,2048
145,2816,2304
146,2816,2048
146,2816,2304
147,2816,2048
147,2816,2304
148,2816,2048
126,3072,2304
127,3072,2048
127,3072,2304
128,3072,2048
128,3072,2304
129,3072,2048
129,3072,2304
130,3072,2048
130,3072,2304
131,3072,2048
131,3072,2304
132,3072,2048
132,3072,2304
133,3072,2048
133,3072,2304
134,3072,2048
56,1536,2560
57,1536,2560
58,1536,2560
59,1536,2560
60,1536,2560
61,1536,2560
62,1536,2560
63,1536,2560
134,1280,2816
135,1280,2816
136,1280,2816
137,1280,2816
37,2816,2048
38,2816,2048
39,2816,2048
40,2816,2048
40,2816,2304
41,2816,2048
41,2816,2304
42,2816,2048
7,3072,2304
8,3072,2048
8,3072,2304
9,3072,2048
9,3072,2304
10,3072,2048
10,3072,2304
11,3072,2048
11,3072,2304
12,3072,2048
12,3072,2304
148,2816,2304
149,2816,2048
149,2816,2304
150,2816,2048
150,2816,2304
151,2816,2048
151,2816,2304
152,2816,2048
152,2816,2304
153,2816,2048
153,2816,2304
32,1280,2816
33,1280,2816
34,1280,2816
35,1280,2816
134,3072,2304
135,3072,2048
135,3072,2304
136,3072,2048
136,3072,2304
137,3072,2048
137,3072,2304
138,3072,2048
138,3072,2304
139,3072,2048
139,3072,2304
140,3072,2048
140,3072,2304
141,3072,2048
141,3072,2304
142,3072,2048
64,1536,2560
65,1536,2560
66,1536,2560
67,1536,2560
68,1536,2560
69,1536,2560
70,1536,2560
71,1536,2560
138,1280,2816
139,1280,2816
140,1280,2816
141,1280,2816
42,2816,2304
43,2816,2048
43,2816,2304
44,2816,2048
44,2816,2304
45,2816,2048
45,2816,2304
46,2816,2048
46,2816,2304
47,2816,2048
47,2816,2304
13,3072,2048
13,3072,2304
14,3072,2048
14,3072,2304
15,3072,2048
15,3072,2304
16,3072,2048
16,3072,2304
17,3072,2048
17,3072,2304
154,2816,2048
154,2816,2304
155,2816,2048
155,2816,2304
156,2816,2048
156,2816,2304
157,2816,2048
157,2816,2304
158,2816,2048
158,2816,2304
36,1280,2816
37,1280,2816
38,1280,2816
39,1280,2816
142,3072,2304
143,3072,2048
143,3072,2304
144,3072,2048
144,3072,2304
145,3072,2048
145,3072,2304
146,3072,2048
146,3072,2304
147,3072,2048
147,3072,2304
148,3072,2048
148,3072,2304
149,3072,2048
149,3072,2304
150,3072,2048
72,1536,2560
73,1536,2560
74,1536,2560
75,1536,2560
76,1536,2560
77,1536,2560
78,1536,2560
79,1536,2560
142,1280,2816
143,1280,2816
144,1280,2816
145,1280,2816
48,2816,2048
48,2816,2304
49,2816,2048
49,2816,2304
50,2816,2048
50,2816,2304
51,2816,2048
51,2816,2304
52,2816,2048
52,2816,2304
81,2816,2560
82,2816,2560
83,2816,2560
84,2816,2560
85,2816,2560
86,2816,2560
87,2816,2560
18,3072,2048
18,3072,2304
19,3072,2048
19,3072,2304
20,3072,2048
20,3072,2304
21,3072,2048
21,3072,2304
22,3072,2048
22,3072,2304
23,3072,2048
159,2816,2048
159,2816,2304
160,2816,2048
160,2816,2304
161,2816,2048
161,2816,2304
162,2816,2048
162,2816,2304
163,2816,2048
163,2816,2304
164,2816,2048
40,1280,2816
