Original volume shape: (714, 4608, 4608), chunks: (128, 512, 512)
Part_8
cuda
Found 1 groups:
  - 2019_L
Starting inference over full volume...
16 patches processed
32 patches processed
48 patches processed
64 patches processed
80 patches processed
96 patches processed
112 patches processed
128 patches processed
144 patches processed
155 patches processed
171 patches processed
187 patches processed
203 patches processed
219 patches processed
235 patches processed
251 patches processed
267 patches processed
283 patches processed
299 patches processed
315 patches processed
331 patches processed
338 patches processed
354 patches processed
370 patches processed
386 patches processed
402 patches processed
418 patches processed
434 patches processed
450 patches processed
466 patches processed
482 patches processed
498 patches processed
514 patches processed
530 patches processed
546 patches processed
562 patches processed
578 patches processed
594 patches processed
610 patches processed
626 patches processed
642 patches processed
658 patches processed
674 patches processed
690 patches processed
706 patches processed
722 patches processed
738 patches processed
754 patches processed
770 patches processed
786 patches processed
802 patches processed
818 patches processed
834 patches processed
850 patches processed
866 patches processed
882 patches processed
898 patches processed
914 patches processed
930 patches processed
946 patches processed
962 patches processed
978 patches processed
994 patches processed
1010 patches processed
1026 patches processed
1031 patches processed
1047 patches processed
1063 patches processed
1079 patches processed
1095 patches processed
1111 patches processed
1127 patches processed
1143 patches processed
1159 patches processed
1175 patches processed
1191 patches processed
1207 patches processed
1223 patches processed
1239 patches processed
1255 patches processed
1271 patches processed
1287 patches processed
1303 patches processed
1319 patches processed
1335 patches processed
1351 patches processed
1367 patches processed
1383 patches processed
1399 patches processed
1415 patches processed
1431 patches processed
1447 patches processed
1463 patches processed
1479 patches processed
1495 patches processed
1511 patches processed
1527 patches processed
1543 patches processed
1559 patches processed
